code;description;médical_ou_chirurgical;mdc;type_d_hospitalisation;nombre_de_séjours
001;Transplantation hépatique;Chirurgical;p1;Classique;241
002;Transplantation du cœur et/ou du poumon;Chirurgical;p4;Classique;176
003;Transplantation de moelle osseuse;Chirurgical;p2;Classique;823
003;Transplantation de moelle osseuse;Chirurgical;p2;De jour;13
004;Trachéostomie excepté pour affections de la face, de la bouche et du cou;Chirurgical;p3;Classique;2421
004;Trachéostomie excepté pour affections de la face, de la bouche et du cou;Chirurgical;p3;De jour;2
005;Trachéostomie pour affections de la face, de la bouche et du cou;Chirurgical;p3;Classique;491
005;Trachéostomie pour affections de la face, de la bouche et du cou;Chirurgical;p3;De jour;5
020;Craniotomie pour traumatisme;Chirurgical;01;Classique;893
020;Craniotomie pour traumatisme;Chirurgical;01;De jour;6
021;Craniotomie excepté pour traumatisme;Chirurgical;01;Classique;4883
021;Craniotomie excepté pour traumatisme;Chirurgical;01;De jour;28
022;Interventions sur shunt ventriculaire;Chirurgical;01;Classique;812
022;Interventions sur shunt ventriculaire;Chirurgical;01;De jour;5
023;Interventions sur la colonne vertébrale et la moelle épinière;Chirurgical;01;Classique;1344
023;Interventions sur la colonne vertébrale et la moelle épinière;Chirurgical;01;De jour;69
024;Interventions vasculaires extracrâniennes;Chirurgical;01;Classique;4230
024;Interventions vasculaires extracrâniennes;Chirurgical;01;De jour;48
025;Interventions sur le système nerveux pour affections des nerfs périphériques;Chirurgical;01;Classique;2520
025;Interventions sur le système nerveux pour affections des nerfs périphériques;Chirurgical;01;De jour;33267
026;Interventions sur le système nerveux pour affections des nerfs crâniens et autres affections du système nerveux;Chirurgical;01;Classique;1332
026;Interventions sur le système nerveux pour affections des nerfs crâniens et autres affections du système nerveux;Chirurgical;01;De jour;82
040;Affections et traumatismes de la colonne vertébrale et de la moelle épinière;Médical;01;Classique;655
040;Affections et traumatismes de la colonne vertébrale et de la moelle épinière;Médical;01;De jour;603
041;Néoplasmes du système nerveux;Médical;01;Classique;3206
041;Néoplasmes du système nerveux;Médical;01;De jour;388
042;Maladies dégénératives du système nerveux;Médical;01;Classique;13135
042;Maladies dégénératives du système nerveux;Médical;01;De jour;135
043;Sclérose en plaques et ataxie cérébelleuse;Médical;01;Classique;2675
043;Sclérose en plaques et ataxie cérébelleuse;Médical;01;De jour;498
044;Hémorragie intracrânienne;Médical;01;Classique;3283
044;Hémorragie intracrânienne;Médical;01;De jour;47
045;Accident vasculaire cérébral avec infarctus;Médical;01;Classique;15348
045;Accident vasculaire cérébral avec infarctus;Médical;01;De jour;8
046;Accident vasculaire non spécifique avec occlusion précérébrale sans infarctus;Médical;01;Classique;1263
046;Accident vasculaire non spécifique avec occlusion précérébrale sans infarctus;Médical;01;De jour;155
047;Accident ischémique transitoire;Médical;01;Classique;7412
047;Accident ischémique transitoire;Médical;01;De jour;97
048;Affections des nerfs crâniens et périphériques;Médical;01;Classique;5130
048;Affections des nerfs crâniens et périphériques;Médical;01;De jour;10736
049;Infection bactérienne et tuberculeuse du système nerveux;Médical;01;Classique;667
049;Infection bactérienne et tuberculeuse du système nerveux;Médical;01;De jour;9
050;Infection du système nerveux, excepté méningite virale;Médical;01;Classique;691
050;Infection du système nerveux, excepté méningite virale;Médical;01;De jour;97
051;Méningite virale;Médical;01;Classique;1383
051;Méningite virale;Médical;01;De jour;1
052;Comas et états stuporeux non traumatiques;Médical;01;Classique;2602
052;Comas et états stuporeux non traumatiques;Médical;01;De jour;33
053;Attaque;Médical;01;Classique;15370
053;Attaque;Médical;01;De jour;354
054;Migraine et autres céphalées;Médical;01;Classique;5618
054;Migraine et autres céphalées;Médical;01;De jour;514
