code;description;médical_ou_chirurgical;mdc;type_d_hospitalisation;nombre_de_séjours
001;Transplantation hépatique et/ou intestinale;Chirurgical;PP;Classique;259
002;Transplantation cardiaque et/ou pulmonaire;Chirurgical;PP;Classique;189
003;Transplantation de moelle osseuse;Chirurgical;PP;Classique;921
003;Transplantation de moelle osseuse;Chirurgical;PP;De jour;6
004;ECMO ou trachéostomie avec ventilation mécanique de longue durée et procédure extensive;Chirurgical;PP;Classique;1125
004;ECMO ou trachéostomie avec ventilation mécanique de longue durée et procédure extensive;Chirurgical;PP;De jour;1
005;Trachéostomie avec ventilation mécanique de longue durée sans intervention extensive;Chirurgical;PP;Classique;607
006;Transplantation du pancréas;Chirurgical;PP;Classique;8
006;Transplantation du pancréas;Chirurgical;PP;De jour;1
020;Craniotomie pour traumatisme;Chirurgical;01;Classique;910
020;Craniotomie pour traumatisme;Chirurgical;01;De jour;4
021;Craniotomie excepté pour traumatisme;Chirurgical;01;Classique;4240
021;Craniotomie excepté pour traumatisme;Chirurgical;01;De jour;17
022;Procédures concernant un shunt ventriculaire;Chirurgical;01;Classique;952
022;Procédures concernant un shunt ventriculaire;Chirurgical;01;De jour;12
023;Procédures au niveau de la colonne vertébrale et de la moelle épinière;Chirurgical;01;Classique;1839
023;Procédures au niveau de la colonne vertébrale et de la moelle épinière;Chirurgical;01;De jour;143
024;Procédures vasculaires extracrâniennes;Chirurgical;01;Classique;4591
024;Procédures vasculaires extracrâniennes;Chirurgical;01;De jour;43
026;Autres procédures du système nerveux et procédures apparentées;Chirurgical;01;Classique;3362
026;Autres procédures du système nerveux et procédures apparentées;Chirurgical;01;De jour;35061
040;Troubles et lésions de la colonne vertébrale et de la moelle épinière;Médical;01;Classique;484
040;Troubles et lésions de la colonne vertébrale et de la moelle épinière;Médical;01;De jour;64
041;Malignité du système nerveux;Médical;01;Classique;3195
041;Malignité du système nerveux;Médical;01;De jour;383
042;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;Médical;01;Classique;12529
042;Troubles dégénératifs du système nerveux excepté la sclérose en plaques;Médical;01;De jour;123
043;Sclérose en plaques et autres maladies démyélinisantes;Médical;01;Classique;3491
043;Sclérose en plaques et autres maladies démyélinisantes;Médical;01;De jour;610
044;Hémorragie intracrânienne;Médical;01;Classique;3277
044;Hémorragie intracrânienne;Médical;01;De jour;45
045;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;Médical;01;Classique;15893
045;Accident vasculaire cérébral et occlusion précérébrale avec infarctus;Médical;01;De jour;9
046;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;Médical;01;Classique;1009
046;Accident vasculaire cérébral non spécifique et occlusion précérébrale sans infarctus;Médical;01;De jour;94
047;Ischémie cérébrale transitoire (TIA);Médical;01;Classique;7400
047;Ischémie cérébrale transitoire (TIA);Médical;01;De jour;51
048;Troubles des nerfs crâniens, périphériques et autonomes;Médical;01;Classique;4090
048;Troubles des nerfs crâniens, périphériques et autonomes;Médical;01;De jour;5943
049;Infections bactériennes et tuberculeuses du système nerveux;Médical;01;Classique;697
049;Infections bactériennes et tuberculeuses du système nerveux;Médical;01;De jour;25
050;Infections non-bactériennes du système nerveux, excepté méningite virale;Médical;01;Classique;751
050;Infections non-bactériennes du système nerveux, excepté méningite virale;Médical;01;De jour;62
051;Méningite virale;Médical;01;Classique;1373
051;Méningite virale;Médical;01;De jour;1
052;Comas et états stuporeux non traumatiques;Médical;01;Classique;2812
052;Comas et états stuporeux non traumatiques;Médical;01;De jour;52
053;Crise épileptique;Médical;01;Classique;15541
053;Crise épileptique;Médical;01;De jour;256
054;Migraine et autres céphalées;Médical;01;Classique;6718
054;Migraine et autres céphalées;Médical;01;De jour;535
055;Traumatisme crânien avec coma > 1 heure ou hémorragie;Médical;01;Classique;2943
055;Traumatisme crânien avec coma > 1 heure ou hémorragie;Médical;01;De jour;16
056;Contusion/lacération cérébrale et fracture du crâne compliquée, coma < 1 heure ou pas de coma;Médical;01;Classique;935
056;Contusion/lacération cérébrale et fracture du crâne compliquée, coma < 1 heure ou pas de coma;Médical;01;De jour;4
057;Commotion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;Médical;01;Classique;9556
057;Commotion, fracture du crâne fermée non autrement spécifiée, lésion intracrânienne non compliquée, coma < 1 h ou pas de coma;Médical;01;De jour;40
058;Autres troubles du système nerveux;Médical;01;Classique;16960
